name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,star_avg_score,release_month,release_quarter,is_sequel
Freddy vs. Jason,8,2003,2003-08-15,0.5135135135135135,0.0470694364292812,Ronny Yu,Wes Craven,Robert Englund,0.0246897280168999,0.084261946027635,0.0409632056176739,0.02284129918141,0.1122112211221122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4414414414414414,8,3,0
Duplex,6,2003,2003-09-26,0.5405405405405405,0.0233190900700635,Danny DeVito,Larry Doyle,Ben Stiller,0.0150514919461315,0.1123520703826155,0.0067861458824883,0.0097702667018748,0.0858085808580858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5888030888030887,9,3,0
Traitor,6,2008,2008-08-27,0.6891891891891891,0.0233190900700635,Jeffrey Nachmanoff,Jeffrey Nachmanoff,Don Cheadle,0.7190388170055453,0.0617898465436506,0.0097198155797919,0.000660153155532,0.1683168316831683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8108108108108107,8,3,0
Johnny English Reborn,2,2011,2011-10-21,0.5945945945945946,0.0512361638607229,Oliver Parker,Hamish McColl,Rowan Atkinson,0.1066807499339846,0.1263971325601058,0.0562221469305945,0.049775547927119,0.1254125412541254,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6182432432432432,10,4,0
47 Ronin,6,2013,2013-12-25,0.5945945945945946,0.0633196734119039,Carl Rinsch,Chris Morgan,Keanu Reeves,0.7190388170055453,0.4915687491748526,0.0533088941562277,0.0003960918933192,0.2145214521452145,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6383526383526383,12,4,0
Youth in Revolt,8,2009,2010-01-08,0.6081081081081081,0.0304025267035144,Miguel Arteta,Gustin Nash,Michael Cera,0.7190388170055453,0.0505537968016584,0.0069016813902199,0.0073937153419593,0.0891089108910891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027026,1,1,0
Another Stakeout,6,1993,1993-07-23,0.4999999999999999,0.0054021621148641,John Badham,Jim Kouf,Richard Dreyfuss,0.7190388170055453,0.1003196859495765,0.0070974505723529,0.017428043306047,0.1485148514851485,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6231231231231231,7,3,0
I'll See You in My Dreams,6,2015,2015-05-15,0.6486486486486487,0.0029437929303135,Brett Haley,Brett Haley,Blythe Danner,0.7190388170055453,0.1003196859495765,0.0026173373419218,0.0001320306311064,0.0957095709570957,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621622,5,2,0
The Last Samurai,8,2003,2003-12-05,0.7837837837837839,0.1704045683999558,Edward Zwick,John Logan,Tom Cruise,0.7190388170055453,0.3932533139324208,0.1596725294987816,0.0439662001584367,0.3003300330033003,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.651033386327504,12,4,0
Can You Ever Forgive Me?,8,2018,2018-11-02,0.7027027027027025,0.0204023808680543,Marielle Heller,Nicole Holofcener,Melissa McCarthy,0.7190388170055453,0.028081697317674,0.0043697848598952,0.0001320306311064,0.1419141914191419,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5608108108108107,11,4,0
Appaloosa,8,2008,2008-10-03,0.6486486486486487,0.024569108299496,Ed Harris,Robert Knott,Ed Harris,0.7190388170055453,0.0561718216726545,0.0097329328170768,0.02284129918141,0.1716171617161716,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6432432432432431,10,4,0
Good Time,8,2017,2017-08-25,0.7432432432432432,0.041652690768407,Benny Safdie,Ronald Bronstein,Robert Pattinson,0.7190388170055453,0.0126321289224347,0.0011530651451349,0.0001320306311064,0.1287128712871287,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5709459459459459,8,3,0
When Harry Met Sally...,8,1989,1989-07-21,0.7702702702702702,0.0837366378259683,Rob Reiner,Nora Ephron,Billy Crystal,0.7190388170055453,0.0449357719306623,0.0327445189038527,0.0077898072352785,0.1056105610561056,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5135135135135135,7,3,0
Guncrazy,8,1992,1993-09-09,0.4864864864864864,0.0009020964889071,Tamra Davis,Matthew Bright,Drew Barrymore,0.7190388170055453,0.0022387829110919,4.0111393343535365e-05,0.0001320306311064,0.1122112211221122,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.545045045045045,9,3,0
Eyes of a Stranger,8,1981,1981-03-27,0.554054054054054,0.0009854310375359,Ken Wiederhorn,Ron Kurz,Lauren Tewes,0.7190388170055453,0.0022387829110919,0.0003927742954539,0.0003960918933192,0.0693069306930693,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.554054054054054,3,1,0
A Perfect Getaway,8,2009,2009-08-07,0.6216216216216215,0.0287358357309377,David Twohy,David Twohy,Milla Jovovich,0.7190388170055453,0.0393177470596662,0.0080622594094783,0.0003960918933192,0.1155115511551155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5513513513513514,8,3,0
Wild Wild West,6,1999,1999-06-30,0.4054054054054054,0.0645696916413364,Barry Sonnenfeld,Jim Thomas,Will Smith,0.7190388170055453,0.4775236869973623,0.0780067406429632,0.0002640612622128,0.1419141914191419,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6891891891891891,6,2,0
Hurlyburly,8,1998,1998-12-25,0.5405405405405405,0.0040688093368028,Anthony Drazan,David Rabe,Sean Penn,0.7190388170055453,0.0421267594951642,0.0006348924776076,0.0002640612622128,0.1947194719471947,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6111111111111112,12,4,0
Nice Dreams,8,1981,1981-06-05,0.5810810810810811,0.0029437929303135,Tommy Chong,Tommy Chong,Cheech Marin,0.7190388170055453,0.1003196859495765,0.0129949053848736,0.0002640612622128,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675674,6,2,0
Darkness,6,2002,2004-12-25,0.472972972972973,0.0079021985737292,Jaume Balagueró,Jaume Balagueró,Anna Paquin,0.7190388170055453,0.0297671047789728,0.0119372995046278,0.0001320306311064,0.0825082508250825,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.472972972972973,12,4,0
Invictus,6,2009,2009-12-11,0.7297297297297297,0.0637363461550481,Clint Eastwood,Anthony Peckham,Morgan Freeman,0.7190388170055453,0.1685323190925766,0.042998212152308,0.0439662001584367,0.2343234323432343,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6689189189189187,12,4,0
Heist,8,2001,2001-11-09,0.6216216216216215,0.0141522897208917,David Mamet,David Mamet,Gene Hackman,0.0246897280168999,0.1095430579471175,0.0100133055104512,0.004753102719831,0.1518151815181518,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6223723723723723,11,4,0
Pacific Heights,8,1990,1990-09-28,0.6081081081081081,0.0079021985737292,John Schlesinger,Daniel Pyne,Melanie Griffith,0.7190388170055453,0.0505537968016584,0.0157788960534365,0.004753102719831,0.1287128712871287,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.581081081081081,9,3,0
Dark Blue,8,2002,2003-02-21,0.635135135135135,0.0087355440600175,Ron Shelton,James Ellroy,Kurt Russell,0.7190388170055453,0.0421267594951642,0.0042672787853004,0.0001320306311064,0.1815181518151815,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6405405405405404,2,1,0
Udaan,5,2010,2010-07-16,0.8513513513513512,0.0179023444091893,Vikramaditya Motwane,Vikramaditya Motwane,Rajat Barmecha,0.0080538684974914,0.1003196859495765,0.0001526222237832,0.0001320306311064,0.2343234323432343,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8513513513513512,7,3,0
10 to Midnight,8,1983,1983-03-11,0.5945945945945946,0.0029854602046279,J. Lee Thompson,William Roberts,Charles Bronson,0.7190388170055453,0.0126883091711447,0.0025200784432143,0.0010562450488513,0.1254125412541254,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.554054054054054,3,1,0
Woman in Gold,6,2015,2015-04-10,0.7297297297297297,0.0233190900700635,Simon Curtis,Alexi Kaye Campbell,Helen Mirren,0.1066807499339846,0.030890709753172,0.0216417781582724,0.0001320306311064,0.1518151815181518,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6042471042471043,4,2,0
The Runaways,8,2010,2010-04-08,0.6216216216216215,0.0195690353817659,Floria Sigismondi,Floria Sigismondi,Kristen Stewart,0.7190388170055453,0.028081697317674,0.0016441649840868,0.0003960918933192,0.1419141914191419,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4222972972972972,4,2,0
Appointment with Death,2,1988,1988-04-27,0.5810810810810811,0.0017354419751954,Michael Winner,Agatha Christie,Peter Ustinov,0.7190388170055453,0.0168456475756818,0.0003370734512331,0.0025085819910219,0.1287128712871287,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,4,2,0
Fifty Shades Darker,8,2017,2017-02-10,0.3648648648648648,0.0395693270526861,James Foley,Niall Leonard,Dakota Johnson,0.7190388170055453,0.1544872569150863,0.1340051232680783,0.049775547927119,0.1815181518151815,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4324324324324323,2,1,0
3 Ninjas: High Noon at Mega Mountain,2,1998,1998-06-18,0.1486486486486486,0.0045688166285758,Sean McNamara,Sean McNamara,Loni Anderson,0.7190388170055453,0.1003196859495765,0.0001318804254986,0.0001320306311064,0.099009900990099,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.1486486486486486,6,2,1
Carnage,8,2011,2011-11-18,0.7162162162162162,0.0508194911175787,Roman Polanski,Yasmina Reza,Jodie Foster,0.0349881172432004,0.0702168838501448,0.01079018958803,0.0002640612622128,0.0561056105610561,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6696696696696696,11,4,0
The Danish Girl,8,2015,2016-01-22,0.7027027027027025,0.070819782788499,Tom Hooper,Lucinda Coxon,Eddie Redmayne,0.1066807499339846,0.0421267594951642,0.0225450194292211,0.0007921837866385,0.1848184818481848,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.695945945945946,1,1,0
The Sorcerer's Apprentice,2,2010,2010-07-14,0.5675675675675674,0.0649863643844806,Jon Turteltaub,Lawrence Konner,Nicolas Cage,0.7190388170055453,0.4213434382874013,0.0756111136918896,0.0162397676260892,0.1518151815181518,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.601146601146601,7,3,0
The Good Dinosaur,2,2015,2015-11-25,0.6486486486486487,0.044152727227272,Peter Sohn,Bob Peterson,Jeffrey Wright,0.7190388170055453,0.5617940600623039,0.1166767375800103,0.001584367573277,0.099009900990099,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6756756756756757,11,4,0
Instinct,8,1999,1999-06-04,0.635135135135135,0.0133189442346034,Jon Turteltaub,Gerald Di Pego,Anthony Hopkins,0.7190388170055453,0.2247125678025376,0.0119782060523361,0.0003960918933192,0.2079207920792079,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6662162162162162,6,2,0
Midnight Run,8,1988,1988-07-20,0.7567567567567567,0.0329025631623794,Martin Brest,George Gallo,Robert De Niro,0.7190388170055453,0.084261946027635,0.0286639440492244,0.049775547927119,0.2079207920792079,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7477477477477477,7,3,0
Prison,8,1987,1987-12-08,0.527027027027027,0.0016521074265666,Renny Harlin,Irwin Yablans,Lane Smith,0.7190388170055453,0.0112276227046857,0.0001213084548573,0.0011882756799577,0.1287128712871287,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.527027027027027,12,4,0
Angel-A,8,2005,2005-12-21,0.7027027027027025,0.0137356169777475,Luc Besson,Luc Besson,Rie Rasmussen,0.0349881172432004,0.1003196859495765,0.0035103603173375,0.003168735146554,0.0924092409240924,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,12,4,0
Beowulf,6,2007,2007-11-16,0.5810810810810811,0.0679030735864898,Robert Zemeckis,Neil Gaiman,Ray Winstone,0.7190388170055453,0.4213434382874013,0.0689766333191874,0.0422498019540533,0.1716171617161716,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,11,4,0
Tombstone,8,1993,1993-12-25,0.7972972972972973,0.0549862185490205,George P. Cosmatos,Kevin Jarre,Kurt Russell,0.7190388170055453,0.0702168838501448,0.0198454078444971,0.0064695009242144,0.2211221122112211,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6503378378378378,12,4,0
Dangerous Liaisons,8,1988,1989-02-24,0.7702702702702702,0.0274858175015052,Stephen Frears,Christopher Hampton,Glenn Close,0.7190388170055453,0.0393177470596662,0.0121768236010317,0.0018484288354898,0.1848184818481848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5878378378378377,2,1,0
Call Me by Your Name,8,2017,2018-01-19,0.8108108108108107,0.0949868018908609,Luca Guadagnino,James Ivory,Armie Hammer,0.0076577766041721,0.1003196859495765,0.0147118838904189,0.0003960918933192,0.2277227722772277,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8108108108108107,1,1,0
Wallace & Gromit: The Curse of the Were-Rabbit,0,2005,2005-10-07,0.7432432432432432,0.0533195275764438,Steve Box,Steve Box,Peter Sallis,0.1066807499339846,0.084261946027635,0.0681840589915694,0.0003960918933192,0.0726072607260726,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,10,4,0
The Tigger Movie,0,2000,2000-02-11,0.6081081081081081,0.007485525830585,Jun Falkenstein,Eddie Guzelian,Jim Cummings,0.7190388170055453,0.084261946027635,0.0337728087351488,0.000660153155532,0.0462046204620462,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,2,1,0
Immortals,8,2011,2011-11-11,0.554054054054054,0.0679030735864898,Tarsem Singh,Charley Parlapanides,Henry Cavill,0.7190388170055453,0.2106675056250474,0.0796923470776282,0.0021124900977026,0.1551155115511551,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.554054054054054,11,4,0
Taken,6,2008,2009-01-30,0.7972972972972973,0.2395722437618881,Pierre Morel,Luc Besson,Liam Neeson,0.0349881172432004,0.0702168838501448,0.0796690765198799,0.003168735146554,0.0891089108910891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6527027027027027,1,1,0
